file,class,method,variable,usage
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Cuartiles.java,Code.Java.Abacus.v1.Rare.Cuartiles,main/1[java.lang.String[]],q1,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Cuartiles.java,Code.Java.Abacus.v1.Rare.Cuartiles,main/1[java.lang.String[]],q2,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Cuartiles.java,Code.Java.Abacus.v1.Rare.Cuartiles,main/1[java.lang.String[]],q3,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Cuartiles.java,Code.Java.Abacus.v1.Rare.Cuartiles,main/1[java.lang.String[]],datos,7
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],a,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],b,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],temp,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],r,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],mcm,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCM.java,Code.Java.Abacus.v1.Rare.MCM,main/1[java.lang.String[]],mcd,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/AreaRectangulo.java,Code.Java.Abacus.v1.Rare.AreaRectangulo,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/AreaRectangulo.java,Code.Java.Abacus.v1.Rare.AreaRectangulo,main/1[java.lang.String[]],area,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/AreaRectangulo.java,Code.Java.Abacus.v1.Rare.AreaRectangulo,main/1[java.lang.String[]],altura,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/AreaRectangulo.java,Code.Java.Abacus.v1.Rare.AreaRectangulo,main/1[java.lang.String[]],base,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPrimo.java,Code.Java.Abacus.v1.Rare.NumeroPrimo,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPrimo.java,Code.Java.Abacus.v1.Rare.NumeroPrimo,main/1[java.lang.String[]],numero,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPrimo.java,Code.Java.Abacus.v1.Rare.NumeroPrimo,main/1[java.lang.String[]],esPrimo,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPrimo.java,Code.Java.Abacus.v1.Rare.NumeroPrimo,main/1[java.lang.String[]],i,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SumaArray.java,Code.Java.Abacus.v1.Rare.SumaArray,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SumaArray.java,Code.Java.Abacus.v1.Rare.SumaArray,main/1[java.lang.String[]],suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SumaArray.java,Code.Java.Abacus.v1.Rare.SumaArray,main/1[java.lang.String[]],numeros,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SumaArray.java,Code.Java.Abacus.v1.Rare.SumaArray,main/1[java.lang.String[]],num,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/RestaNumeros.java,Code.Java.Abacus.v1.Rare.RestaNumeros,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/RestaNumeros.java,Code.Java.Abacus.v1.Rare.RestaNumeros,main/1[java.lang.String[]],numero1,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/RestaNumeros.java,Code.Java.Abacus.v1.Rare.RestaNumeros,main/1[java.lang.String[]],numero2,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/RestaNumeros.java,Code.Java.Abacus.v1.Rare.RestaNumeros,main/1[java.lang.String[]],resta,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoVelocidad.java,Code.Java.Abacus.v1.Rare.CalculoVelocidad,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoVelocidad.java,Code.Java.Abacus.v1.Rare.CalculoVelocidad,main/1[java.lang.String[]],tiempo,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoVelocidad.java,Code.Java.Abacus.v1.Rare.CalculoVelocidad,main/1[java.lang.String[]],distancia,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoVelocidad.java,Code.Java.Abacus.v1.Rare.CalculoVelocidad,main/1[java.lang.String[]],velocidad,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/VolumenCono.java,Code.Java.Abacus.v1.Rare.VolumenCono,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/VolumenCono.java,Code.Java.Abacus.v1.Rare.VolumenCono,main/1[java.lang.String[]],altura,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/VolumenCono.java,Code.Java.Abacus.v1.Rare.VolumenCono,main/1[java.lang.String[]],volumen,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/VolumenCono.java,Code.Java.Abacus.v1.Rare.VolumenCono,main/1[java.lang.String[]],radio,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPositivoNegativo.java,Code.Java.Abacus.v1.Rare.NumeroPositivoNegativo,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPositivoNegativo.java,Code.Java.Abacus.v1.Rare.NumeroPositivoNegativo,main/1[java.lang.String[]],numero,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],frecuencia,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],datos,6
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],i,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],j,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],moda,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/Moda.java,Code.Java.Abacus.v1.Rare.Moda,main/1[java.lang.String[]],maxFrecuencia,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoIVA.java,Code.Java.Abacus.v1.Rare.CalculoIVA,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoIVA.java,Code.Java.Abacus.v1.Rare.CalculoIVA,main/1[java.lang.String[]],precio,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoIVA.java,Code.Java.Abacus.v1.Rare.CalculoIVA,main/1[java.lang.String[]],iva,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CalculoIVA.java,Code.Java.Abacus.v1.Rare.CalculoIVA,main/1[java.lang.String[]],precioConIVA,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/FuncionSeno.java,Code.Java.Abacus.v1.Rare.FuncionSeno,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/FuncionSeno.java,Code.Java.Abacus.v1.Rare.FuncionSeno,main/1[java.lang.String[]],radianes,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/FuncionSeno.java,Code.Java.Abacus.v1.Rare.FuncionSeno,main/1[java.lang.String[]],seno,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/FuncionSeno.java,Code.Java.Abacus.v1.Rare.FuncionSeno,main/1[java.lang.String[]],angulo,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CaidaLibre.java,Code.Java.Abacus.v1.Rare.CaidaLibre,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CaidaLibre.java,Code.Java.Abacus.v1.Rare.CaidaLibre,main/1[java.lang.String[]],gravedad,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CaidaLibre.java,Code.Java.Abacus.v1.Rare.CaidaLibre,main/1[java.lang.String[]],tiempo,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/CaidaLibre.java,Code.Java.Abacus.v1.Rare.CaidaLibre,main/1[java.lang.String[]],distancia,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/InteresSimple.java,Code.Java.Abacus.v1.Rare.InteresSimple,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/InteresSimple.java,Code.Java.Abacus.v1.Rare.InteresSimple,main/1[java.lang.String[]],capital,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/InteresSimple.java,Code.Java.Abacus.v1.Rare.InteresSimple,main/1[java.lang.String[]],tiempo,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/InteresSimple.java,Code.Java.Abacus.v1.Rare.InteresSimple,main/1[java.lang.String[]],tasa,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/InteresSimple.java,Code.Java.Abacus.v1.Rare.InteresSimple,main/1[java.lang.String[]],interes,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPerfecto.java,Code.Java.Abacus.v1.Rare.NumeroPerfecto,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPerfecto.java,Code.Java.Abacus.v1.Rare.NumeroPerfecto,main/1[java.lang.String[]],suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPerfecto.java,Code.Java.Abacus.v1.Rare.NumeroPerfecto,main/1[java.lang.String[]],numero,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPerfecto.java,Code.Java.Abacus.v1.Rare.NumeroPerfecto,main/1[java.lang.String[]],i,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/LeyOhm.java,Code.Java.Abacus.v1.Rare.LeyOhm,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/LeyOhm.java,Code.Java.Abacus.v1.Rare.LeyOhm,main/1[java.lang.String[]],resistencia,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/LeyOhm.java,Code.Java.Abacus.v1.Rare.LeyOhm,main/1[java.lang.String[]],corriente,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/LeyOhm.java,Code.Java.Abacus.v1.Rare.LeyOhm,main/1[java.lang.String[]],voltaje,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroArmstrong.java,Code.Java.Abacus.v1.Rare.NumeroArmstrong,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroArmstrong.java,Code.Java.Abacus.v1.Rare.NumeroArmstrong,main/1[java.lang.String[]],suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroArmstrong.java,Code.Java.Abacus.v1.Rare.NumeroArmstrong,main/1[java.lang.String[]],original,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroArmstrong.java,Code.Java.Abacus.v1.Rare.NumeroArmstrong,main/1[java.lang.String[]],numero,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroArmstrong.java,Code.Java.Abacus.v1.Rare.NumeroArmstrong,main/1[java.lang.String[]],digito,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/ConversionCelsiusFahrenheit.java,Code.Java.Abacus.v1.Rare.ConversionCelsiusFahrenheit,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/ConversionCelsiusFahrenheit.java,Code.Java.Abacus.v1.Rare.ConversionCelsiusFahrenheit,main/1[java.lang.String[]],celsius,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/ConversionCelsiusFahrenheit.java,Code.Java.Abacus.v1.Rare.ConversionCelsiusFahrenheit,main/1[java.lang.String[]],fahrenheit,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MultiplicarArray.java,Code.Java.Abacus.v1.Rare.MultiplicarArray,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MultiplicarArray.java,Code.Java.Abacus.v1.Rare.MultiplicarArray,main/1[java.lang.String[]],numeros,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MultiplicarArray.java,Code.Java.Abacus.v1.Rare.MultiplicarArray,main/1[java.lang.String[]],num,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MultiplicarArray.java,Code.Java.Abacus.v1.Rare.MultiplicarArray,main/1[java.lang.String[]],factor,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCDEuclides.java,Code.Java.Abacus.v1.Rare.MCDEuclides,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCDEuclides.java,Code.Java.Abacus.v1.Rare.MCDEuclides,main/1[java.lang.String[]],a,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCDEuclides.java,Code.Java.Abacus.v1.Rare.MCDEuclides,main/1[java.lang.String[]],b,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MCDEuclides.java,Code.Java.Abacus.v1.Rare.MCDEuclides,main/1[java.lang.String[]],temp,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPalindromo.java,Code.Java.Abacus.v1.Rare.NumeroPalindromo,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPalindromo.java,Code.Java.Abacus.v1.Rare.NumeroPalindromo,main/1[java.lang.String[]],original,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPalindromo.java,Code.Java.Abacus.v1.Rare.NumeroPalindromo,main/1[java.lang.String[]],numero,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/NumeroPalindromo.java,Code.Java.Abacus.v1.Rare.NumeroPalindromo,main/1[java.lang.String[]],invertido,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MediaGeometrica.java,Code.Java.Abacus.v1.Rare.MediaGeometrica,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MediaGeometrica.java,Code.Java.Abacus.v1.Rare.MediaGeometrica,main/1[java.lang.String[]],datos,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MediaGeometrica.java,Code.Java.Abacus.v1.Rare.MediaGeometrica,main/1[java.lang.String[]],dato,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MediaGeometrica.java,Code.Java.Abacus.v1.Rare.MediaGeometrica,main/1[java.lang.String[]],producto,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/MediaGeometrica.java,Code.Java.Abacus.v1.Rare.MediaGeometrica,main/1[java.lang.String[]],mediaGeometrica,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SerieFibonacci.java,Code.Java.Abacus.v1.Rare.SerieFibonacci,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SerieFibonacci.java,Code.Java.Abacus.v1.Rare.SerieFibonacci,main/1[java.lang.String[]],a,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SerieFibonacci.java,Code.Java.Abacus.v1.Rare.SerieFibonacci,main/1[java.lang.String[]],b,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SerieFibonacci.java,Code.Java.Abacus.v1.Rare.SerieFibonacci,main/1[java.lang.String[]],c,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SerieFibonacci.java,Code.Java.Abacus.v1.Rare.SerieFibonacci,main/1[java.lang.String[]],i,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Rare/SerieFibonacci.java,Code.Java.Abacus.v1.Rare.SerieFibonacci,main/1[java.lang.String[]],n,1
