file,class,method,variable,usage
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,calcularMedia/1[double[]],dato,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,main/1[java.lang.String[]],varianza,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,main/1[java.lang.String[]],datos,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,calcular/1[double[]],datos,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,calcular/1[double[]],sumaCuadrados,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,calcular/1[double[]],dato,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Varianza.java,Code.Java.Abacus.v1.Refactored.Varianza,calcular/1[double[]],media,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,redondear/1[double],numero,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,"redondearDecimales/2[double,int]",bd,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,"redondearDecimales/2[double,int]",numero,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,"redondearDecimales/2[double,int]",decimales,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,redondearArriba/1[double],numero,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,main/1[java.lang.String[]],numero,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/RedondeoNumero.java,Code.Java.Abacus.v1.Refactored.RedondeoNumero,redondearAbajo/1[double],numero,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,main/1[java.lang.String[]],valores,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,main/1[java.lang.String[]],mediaPonderada,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,main/1[java.lang.String[]],pesos,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,"calcular/2[double[],double[]]",suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,"calcular/2[double[],double[]]",sumaPesos,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,"calcular/2[double[],double[]]",valores,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,"calcular/2[double[],double[]]",i,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MediaPonderada.java,Code.Java.Abacus.v1.Refactored.MediaPonderada,"calcular/2[double[],double[]]",pesos,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaPares.java,Code.Java.Abacus.v1.Refactored.SumaPares,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaPares.java,Code.Java.Abacus.v1.Refactored.SumaPares,main/1[java.lang.String[]],suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaPares.java,Code.Java.Abacus.v1.Refactored.SumaPares,main/1[java.lang.String[]],i,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaPares.java,Code.Java.Abacus.v1.Refactored.SumaPares,main/1[java.lang.String[]],n,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SegundosAHoras.java,Code.Java.Abacus.v1.Refactored.SegundosAHoras$Tiempo,"Tiempo/3[int,int,int]",horas,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SegundosAHoras.java,Code.Java.Abacus.v1.Refactored.SegundosAHoras$Tiempo,"Tiempo/3[int,int,int]",segundos,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SegundosAHoras.java,Code.Java.Abacus.v1.Refactored.SegundosAHoras$Tiempo,"Tiempo/3[int,int,int]",minutos,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DistanciaEuclidiana.java,Code.Java.Abacus.v1.Refactored.DistanciaEuclidiana$Punto,"Punto/2[double,double]",x,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DistanciaEuclidiana.java,Code.Java.Abacus.v1.Refactored.DistanciaEuclidiana$Punto,"Punto/2[double,double]",y,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaNumeros.java,Code.Java.Abacus.v1.Refactored.SumaNumeros,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaNumeros.java,Code.Java.Abacus.v1.Refactored.SumaNumeros,main/1[java.lang.String[]],numero1,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaNumeros.java,Code.Java.Abacus.v1.Refactored.SumaNumeros,main/1[java.lang.String[]],numero2,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaNumeros.java,Code.Java.Abacus.v1.Refactored.SumaNumeros,main/1[java.lang.String[]],resultado,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaNumeros.java,Code.Java.Abacus.v1.Refactored.SumaNumeros,"sumar/2[int,int]",a,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaNumeros.java,Code.Java.Abacus.v1.Refactored.SumaNumeros,"sumar/2[int,int]",b,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/TablasMultiplicar.java,Code.Java.Abacus.v1.Refactored.TablasMultiplicar,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/TablasMultiplicar.java,Code.Java.Abacus.v1.Refactored.TablasMultiplicar,main/1[java.lang.String[]],numero,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/TablasMultiplicar.java,Code.Java.Abacus.v1.Refactored.TablasMultiplicar,main/1[java.lang.String[]],i,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,calcular/1[int[]],suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,calcular/1[int[]],numeros,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,calcular/1[int[]],num,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,main/1[java.lang.String[]],suma,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,main/1[java.lang.String[]],numeros,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaDigitos.java,Code.Java.Abacus.v1.Refactored.SumaDigitos,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaDigitos.java,Code.Java.Abacus.v1.Refactored.SumaDigitos,main/1[java.lang.String[]],suma,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaDigitos.java,Code.Java.Abacus.v1.Refactored.SumaDigitos,main/1[java.lang.String[]],numero,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,"multiplicar/2[int[],int]",numeros,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,"multiplicar/2[int[],int]",resultado,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,"multiplicar/2[int[],int]",i,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,"multiplicar/2[int[],int]",factor,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,main/1[java.lang.String[]],numeros,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,main/1[java.lang.String[]],resultado,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,main/1[java.lang.String[]],factor,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,main/1[java.lang.String[]],diagonal,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,main/1[java.lang.String[]],matriz,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,extraerDiagonal/1[int[][]],i,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,extraerDiagonal/1[int[][]],diagonal,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,extraerDiagonal/1[int[][]],matriz,6
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,extraerDiagonal/1[int[][]],n,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/InvertirNumero.java,Code.Java.Abacus.v1.Refactored.InvertirNumero,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/InvertirNumero.java,Code.Java.Abacus.v1.Refactored.InvertirNumero,main/1[java.lang.String[]],numero,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/InvertirNumero.java,Code.Java.Abacus.v1.Refactored.InvertirNumero,main/1[java.lang.String[]],invertido,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Fuerza.java,Code.Java.Abacus.v1.Refactored.Fuerza,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Fuerza.java,Code.Java.Abacus.v1.Refactored.Fuerza,main/1[java.lang.String[]],aceleracion,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Fuerza.java,Code.Java.Abacus.v1.Refactored.Fuerza,main/1[java.lang.String[]],masa,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Fuerza.java,Code.Java.Abacus.v1.Refactored.Fuerza,main/1[java.lang.String[]],fuerza,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,main/1[java.lang.String[]],a,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,main/1[java.lang.String[]],b,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,main/1[java.lang.String[]],c,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,main/1[java.lang.String[]],i,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,main/1[java.lang.String[]],n,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/EnergiaKinetica.java,Code.Java.Abacus.v1.Refactored.EnergiaKinetica,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/EnergiaKinetica.java,Code.Java.Abacus.v1.Refactored.EnergiaKinetica,main/1[java.lang.String[]],masa,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/EnergiaKinetica.java,Code.Java.Abacus.v1.Refactored.EnergiaKinetica,main/1[java.lang.String[]],energia,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/EnergiaKinetica.java,Code.Java.Abacus.v1.Refactored.EnergiaKinetica,main/1[java.lang.String[]],velocidad,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenEsfera.java,Code.Java.Abacus.v1.Refactored.VolumenEsfera,calcular/1[double],radio,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenEsfera.java,Code.Java.Abacus.v1.Refactored.VolumenEsfera,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenEsfera.java,Code.Java.Abacus.v1.Refactored.VolumenEsfera,main/1[java.lang.String[]],volumen,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenEsfera.java,Code.Java.Abacus.v1.Refactored.VolumenEsfera,main/1[java.lang.String[]],radio,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/NumeroPositivoNegativo.java,Code.Java.Abacus.v1.Refactored.NumeroPositivoNegativo,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/NumeroPositivoNegativo.java,Code.Java.Abacus.v1.Refactored.NumeroPositivoNegativo,main/1[java.lang.String[]],numero,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,"buscar/2[int[],int]",objetivo,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,"buscar/2[int[],int]",numeros,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,"buscar/2[int[],int]",i,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,main/1[java.lang.String[]],numeros,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,main/1[java.lang.String[]],buscar,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,main/1[java.lang.String[]],indice,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,"calcular/2[int,int]",a,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,"calcular/2[int,int]",b,5
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,"calcularMCD/2[int,int]",a,3
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,"calcularMCD/2[int,int]",b,4
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,"calcularMCD/2[int,int]",temp,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,main/1[java.lang.String[]],a,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,main/1[java.lang.String[]],b,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,main/1[java.lang.String[]],mcm,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionCoseno.java,Code.Java.Abacus.v1.Refactored.FuncionCoseno,calcular/1[double],radianes,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionCoseno.java,Code.Java.Abacus.v1.Refactored.FuncionCoseno,calcular/1[double],anguloGrados,1
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionCoseno.java,Code.Java.Abacus.v1.Refactored.FuncionCoseno,main/1[java.lang.String[]],args,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionCoseno.java,Code.Java.Abacus.v1.Refactored.FuncionCoseno,main/1[java.lang.String[]],angulo,2
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionCoseno.java,Code.Java.Abacus.v1.Refactored.FuncionCoseno,main/1[java.lang.String[]],coseno,1
